histologic;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIL1;NFKBIZ;CCND1;CCNE1;CDK20;CDK2;CDK2AP1;CDK2AP2;MYC;MYCBP2;MYCBP;MYCBPAP;MYCL;MYCN;MYCNOS;MYCT1;C1QTNF1;C1QTNF2;C1QTNF3;C1QTNF4;C1QTNF6;C1QTNF7;C1QTNF8;C1QTNF9;C1QTNF9B;C1QTNF9B.AS1;TNF;TNFAIP1;TNFAIP2;TNFAIP3;TNFAIP6;TNFAIP8;TNFAIP8L1;TNFAIP8L2;TNFAIP8L3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF10D;TNFRSF11A;TNFRSF11B;TNFRSF12A;TNFRSF13B;TNFRSF13C;TNFRSF14;TNFRSF17;TNFRSF18;TNFRSF19;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFRSF4;TNFRSF6B;TNFRSF8;TNFRSF9;TNFSF10;TNFSF11;TNFSF12;TNFSF12.TNFSF13;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF18;TNFSF4;TNFSF8;TNFSF9;IL1B;IL6;IL6R;IL6ST;PPIL6;BCL2A1;GADD45B;BCL2;BCL2L10;BCL2L11;BCL2L12;BCL2L13;BCL2L14;BCL2L15;BCL2L1;BCL2L2;TRAF1;TRAF2;XIAP;CFLAR;TERT;SOD2;PLAU;PLAUR;IMMP2L;MMP20;MMP21;MMP23A;MMP23B;MMP24;MMP2;MMP25;MMP26;MMP27;MMP28;WHAMMP2;MMP9;VCAM1;ICAM1;TICAM1;SELE;SELENBP1;NANOS1;NANOS2;NOS2;ACOX2;COX20;CXCL10;CXCL11;CXCL12;CXCL1;CXCL13;CXCL14;CXCL16;CXCL17;VEGFA;VEGFB;VEGFC;HIF1A;HIF1AN
Oligodendroglioma;497.645;138.909;2761.0978;294.4512;10.3395;250.8454;868.069;14.8349;1334.7494;49.0003;252.1941;74.1747;9478.6304;858.1791;1556.7701;2145.6724;71.0279;3.1468;358.2864;368.6259;13.9359;110.5878;1628.6971;11.2386;151.0467;120.0282;75.0738;5.8441;0;0.4495;0;7.6422;0;1590.1802;117.3309;218.9278;0.4495;10.3395;45.4039;45.4039;191.9552;9.4404;707.5819;4.4954;40.9085;2.6973;0;54.8443;0;4.945;140.4689;0.4495;1.3486;641.9485;685.1047;502.5899;5392.7271;26.5231;3.5964;61.5291;2.6973;0.4495;29.2203;0;451.0183;30.4791;160.4557;3.1468;0;0;0.4495;37.3121;14.8349;13.4863;10.3395;2.949;61.138;1059.5747;99.7987;9.89;2321.444;633.8567;0.4495;486.4064;11.859;1307.2733;1.3486;6.2936;2332.2331;1693.9124;147.8999;238.7077;1647.5779;271.5244;2.2477;2128.5897;44.9544;84.9638;123.6245;0;0.8991;0;15.734;1226.8049;1488.889;32.6683;0;0;249.9463;24.7249;4.945;246.35;92.1565;247.6986;0;126.7713;225.2214;0;25.7049;91.2574;2247.6469;5.3945;1.3486;373.1213;18.8808;0.8991;459.8833;1207.4746;0;882.0049;1480.7972;50.7984;5012.8626;735.9032
Astrocytoma;1085.4617;1140.9627;6503.9293;711.6896;205.7957;465.1277;696.4637;1160.1179;1667.7701;129.1749;310.9037;905.2063;5364.9312;941.5521;3672.3969;1855.5992;235.7564;15.7171;227.4067;226.9155;8.8409;642.9273;1845.2849;115.9136;323.6739;109.0373;197.446;245.5796;8.8409;5.4028;3.6935;14.9705;47.1513;1583.3202;697.9371;4346.7583;21.1198;201.8664;122.2986;148.8212;559.9214;72.2004;1310.4126;62.3772;1239.6857;37.8193;159.6267;964.1454;0.9823;30.4519;620.4519;0.9823;3.9293;470.0393;1772.5933;1503.9293;2380.1572;230.3536;24.0668;330.3193;32.4165;0;563.8507;2.4558;837.9322;106.891;385.2358;57.9568;8.8409;1.9646;26.0314;42.2397;34.8723;16.2083;870.8251;4500.5354;398.3301;929.7642;230.8448;150.7859;6238.2122;713.1631;0.4912;501.4735;116.999;1195.4813;2.947;11.7878;2259.8232;1653.7623;426.3261;377.7014;1169.4499;870.334;0;7563.3595;388.1582;700.3929;131.1395;0;2.4558;3.9293;34.8723;526.5226;2302.554;185.5403;0;0;588.4086;67.2888;69.2534;2904.224;3593.3202;619.3517;979.3713;589.391;278.9784;3.4381;33.89;148.3301;1200.1719;118.8605;65.3242;1780.4519;3550.0982;2.947;258.3497;1188.1139;0;606.5815;2140.4715;329.5678;3218.0747;962.1807
Oligoastrocytoma;526.5415;190.6711;3016.1166;193.7714;10.3345;375.6582;1454.0607;39.7877;9107.4682;44.4382;289.882;58.9065;4942.9795;909.4338;1190.0148;2760.3384;72.8581;1.0334;300.7332;1014.8455;28.9365;93.0103;414.9292;4.6505;137.4485;113.6792;145.1994;8.7843;30.4867;6.4745;0;7.7509;22.7358;1330.3415;450.5831;110.0622;4.6505;11.3679;58.3898;47.5386;101.7946;7.7509;568.3961;28.9365;38.2376;5.1672;5.1672;18.6021;0;5.684;118.1592;2.0669;9.301;112.1291;531.7088;314.6848;3002.6818;30.4867;19.6355;136.9008;2.0669;3.6171;168.9687;0;605.0835;0;267.1462;71.3079;0.5167;0;9.301;66.1406;12.4014;21.1857;21.7024;1.0334;228.3919;551.861;83.1925;12.9181;402.0111;545.1436;1.0334;330.1865;13.0473;1212.234;0;11.8846;1754.7939;1994.7759;56.8396;338.4541;1493.8484;215.9905;5.1672;1964.5838;24.0535;31.5201;148.2997;0;1.0334;0;34.6205;2099.9654;228.9086;53.3001;0;0;89.3932;84.226;25.3195;56.8396;140.5489;558.0617;0;113.1625;227.8752;3.1003;43.2291;21.7024;2619.8877;2.0669;6.2007;215.4738;12.9181;2.0669;30.4867;1054.1165;0.5167;660.8897;1444.2429;13.4348;3018.1835;1078.4025
Oligoastrocytoma;271.3043;123.4783;1743.6522;583.6522;50.7826;304;702.2609;88.087;707.7948;91.4783;697.0435;59.1304;2903.3043;585.0435;205.5652;4966.9565;64.6539;14.9565;104;200.3478;13.913;128.3478;261.913;44.8696;222.6087;798.6087;64.6957;11.4783;2.7826;3.4783;2.8591;11.0539;12.1739;1378.5948;252.1739;178.7826;20.1739;6.2609;355.4783;22.9565;490.087;4.8696;209.7391;8.6957;45.913;59.4783;10.4348;56.3478;1.3913;11.1304;267.8017;0.3478;26.087;65.3913;412.8696;282.4348;1770.4348;109.2174;8.3478;42.7443;2.4348;0.3478;143.6522;0;915.4435;18.9496;446.1287;14.9565;0;1.0435;18.7826;30.6087;5.913;103.3043;513.7391;21.913;71.6522;528.3478;107.4783;28.5217;1319.6522;404.1739;5.2174;128.6957;17.2522;970.4348;0.6957;12.1739;2543.6522;6015.4713;209.7391;292.5217;1296.3478;197.2174;1.3913;3575.3043;25.9652;91.8261;92.1739;0;0.6957;0;18.087;1229.913;178.087;26.2991;0;0;297.7391;30.9565;2.087;22.2609;180.1739;458.7826;2.4348;730.7826;168.6957;0.6957;265.5443;60.1739;1164.4835;6.9565;4.5217;306.087;62.2609;5.913;1899.4783;432.3478;0;522.4348;1317.913;22.2609;1341.2174;1131.1304
Astrocytoma;353.4716;168.1695;3079.8016;320.1082;7.2137;239.4049;774.1208;51.3977;5159.2741;57.7096;467.0875;234.4454;5835.4373;572.1371;533.8142;3036.5194;132.2498;11.2714;113.165;412.083;7.2137;147.881;870.1533;22.092;793.0568;130.2976;174.0307;27.0514;4.0577;3.1785;1.4247;6.6907;1.3526;1511.8756;144.2741;157.349;23.4445;30.2074;83.8593;36.0685;298.4671;15.78;972.9486;33.3634;64.9234;27.0514;25.6988;288.0974;0;15.3291;255.4328;0.9017;11.7223;206.4923;963.9315;297.5654;6696.5735;55.9062;11.2714;98.7331;4.5086;3.6069;281.7854;0;434.5131;24.6123;286.1407;23.8954;0.9017;0.9017;2.2543;41.028;11.2714;27.9531;2.7051;0.4509;309.2876;2107.3039;74.3913;3.6069;926.0595;357.9802;2.7051;358.8819;23.2822;1340.8476;0;6.312;1547.3399;2338.1244;95.5816;253.3814;1702.4346;400.8115;9.468;4920.6492;200.6177;69.4319;59.9639;0;3.156;0;21.6411;1530.6583;781.7854;202.899;0;0;481.064;59.9639;5.8611;77.9982;278.6294;279.982;2.7051;298.9179;253.3814;0.9017;57.349;64.9234;1986.844;3.6069;3.156;1287.6465;4.0577;1.3526;2834.0848;621.7313;0;999.5491;1229.0352;23.8954;4171.3255;1147.881
Astrocytoma;724.4981;208.4615;588.7557;770.8229;38.2449;267.1755;614.6114;78.1057;1015.5632;74.3351;378.6782;467.0185;8830.7974;635.0805;525.1938;817.1477;231.6239;80.799;92.1109;626.462;7.5412;172.91;3177.5573;75.9511;554.2815;15.0825;287.106;11.3119;0;1.616;2.9195;16.4722;19.3918;1575.6299;351.2065;187.4538;627.0006;80.799;161.5981;85.647;67.3325;5.3866;321.5802;21.5464;45.7861;19.3918;187.9925;1028.3026;0;7.0026;692.9811;0.5387;10.2345;2509.6185;2300.0796;425.5417;3090.2943;35.0129;22.6237;52.6056;2.6933;1.0773;305.4204;0;820.7514;41.1752;440.0208;60.33;0;1.0773;0.5387;100.1908;16.6985;1.0773;47.9408;4.8479;123.8919;765.4363;497.1835;5.9253;533.8124;399.686;0;570.4413;223.0431;1326.1817;6.4639;18.3145;2190.7315;537.1628;526.8098;321.0416;1317.5632;412.0751;12.3892;5682.8664;125.2655;124.4305;127.6625;0;2.1546;0;345.8199;283.3353;2804.8043;284.4396;0;0.5387;437.3922;40.3995;2.6933;457.8613;205.2296;380.8328;0.5387;529.5031;92.1109;1.0773;1379.6384;637.2352;1744.6184;15.0825;2.6933;231.6239;1.616;0;1807.2054;2119.0897;0;1431.7591;1219.527;14.0052;2961.0158;456.784
Astrocytoma;737.3316;502.6827;4363.8965;446.4052;16.2156;319.5421;300.9419;50.5544;2610.2063;46.2621;310.4805;297.6034;4392.9891;991.0576;702.5158;1690.7118;194.5869;1.9077;124.0014;31.9542;0;113.9859;1061.643;12.8771;823.6557;114.4629;140.217;20.9849;6.2001;4.7693;0.9872;20.9515;1.4308;2237.4437;1020.1502;527.9599;31.9542;136.4016;83.9394;86.3241;903.7797;37.2004;1418.8625;39.5851;51.0314;27.6619;106.3551;1328.2461;0;0.4769;514.9875;0.9539;73.447;1003.4577;3607.0109;2051.7468;3684.2733;20.5079;21.9387;271.5917;18.1233;3.3385;238.4643;0.4769;1075.0924;174.3699;767.4687;126.3861;9.0616;0.4769;0;47.2159;121.6168;23.3695;51.0314;4.7693;242.7566;2949.8033;105.8781;12.4001;6036.962;416.3587;0;395.3738;40.4102;1923.9299;0;3.3385;3049.0044;1972.4288;286.6341;306.6651;1387.3852;710.6236;0.9539;31734.3508;1613.0154;148.3248;78.2163;0;0;0;5.2462;1015.8579;750.6856;153.2896;0;0;500.2981;18.6002;96.3396;163.1096;3207.8216;254.6799;0;235.6027;131.1554;0;50.1586;182.6636;985.3154;49.1236;9.0616;1031.5965;5.2462;2.3846;1330.1538;3063.7892;0;1200.9062;2000.7154;5.7231;11820.1979;1169.4289
Astrocytoma;631.9963;231.8097;2465.0187;629.1978;29.8507;187.0336;566.6978;84.4216;2059.7481;48.9739;337.6866;190.2985;7170.2425;724.347;2022.8545;2615.6716;150.653;1.3993;375.4664;588.153;8.8619;68.097;364.7388;11.6604;323.2276;33.1157;214.5522;4.6642;11.194;2.3321;3.8899;4.5056;362.8731;1554.5989;419.7761;141.3246;2.3321;15.3918;84.4216;191.6978;192.1642;11.194;579.7575;13.9925;50.8396;41.0448;6.9963;108.6754;0;41.5112;212.4254;1.8657;0.9328;195.8955;1220.1493;824.1604;5724.8134;58.3022;2.3321;46.8657;8.3955;0.4664;75.5597;0;491.1054;75.8955;222.6446;12.5933;1.3993;0.4664;40.5784;20.9888;47.1082;5.597;246.7351;6.0634;339.5522;1339.0858;127.7985;16.791;640.3918;733.209;0.9328;628.7313;40.0653;1320.8955;0.9328;15.3918;2575.0933;1982.0429;92.3507;256.5299;1571.3619;328.8246;0;1663.2463;38.2463;44.3097;247.6679;0;1.8657;0;31.25;604.944;423.041;44.1931;0;0;326.0261;31.7164;21.9216;1395.056;163.2463;265.3918;0.4664;97.4813;377.7985;2.3321;61.1007;146.4552;1873.1297;5.597;2.3321;501.8657;3.2649;1.3993;8.3955;1560.6343;0.9328;523.3209;1461.2873;18.6567;5237.4067;1042.444
Oligoastrocytoma;352.9627;279.5158;3085.4647;383.2465;14.9678;431.2828;1086.7352;37.4266;3997.8697;43.5112;280.212;207.4613;6885.2088;837.5032;1202.3009;1904.0492;97.3397;5.5694;295.1798;617.1625;13.9236;144.109;1753.3264;22.2777;343.9124;148.6342;205.0247;12.5312;4.8733;5.8201;0.6823;3.1467;33.4166;1513.3536;852.8191;145.5014;20.8854;20.5373;65.4408;113.8252;186.2278;17.7526;912.3424;14.2717;39.3341;15.3159;9.0503;139.2358;0.3481;28.1952;404.5078;0;3.1328;103.0345;817.314;793.992;4648.7343;28.5433;4.8733;78.7274;3.4809;1.0443;64.7446;0.3481;788.2485;26.3016;498.0916;14.2717;0.6962;0.6962;5.2213;30.6319;35.5051;18.7968;10.4427;1.3924;125.3122;826.7124;67.5293;52.5615;758.8349;591.0558;0.6962;446.2506;32.421;1245.812;1.0443;9.7465;1950.6931;1671.0207;130.1854;342.52;1545.517;369.9947;0.6962;1712.9481;80.6454;74.4911;113.1291;0;2.0885;6.2656;20.8854;1828.1657;1369.7319;112.4712;0;0;284.041;19.1449;7.3099;269.0731;254.8015;359.2283;1.0443;359.9245;209.2017;1.7404;15.4238;63.7004;2070.7561;9.0503;4.8733;465.0475;16.3602;2.0885;95.3765;1611.654;0;740.0381;1920.0613;30.2838;3231.3141;1081.1658
Oligoastrocytoma;544.8644;344.676;4450.2146;747.5657;23.0342;233.6928;950.6858;74.966;1539.4618;68.6839;237.8809;105.1199;4582.9756;940.6345;917.6003;1408.0201;141.1371;9.2137;447.283;915.0874;26.8035;67.0087;489.1634;15.077;812.8992;121.8721;165.0089;11.3077;9.6325;7.2034;2.094;14.2393;6.2821;1295.4581;470.736;140.2994;9.6325;25.5471;72.0343;277.6673;246.6757;3.7692;215.2654;13.8205;37.6924;37.2736;6.2821;173.385;1.2564;32.6667;236.6161;0.4188;2.5128;560.3602;1313.7891;1099.7801;6340.2785;85.8549;3.7692;87.6013;27.6411;0;147.4191;0;707.0883;18.017;599.154;126.8977;1.2564;1.2564;3.3504;28.0599;47.7437;29.3163;22.6154;2.5128;181.7611;422.1547;107.2139;26.8035;466.1292;614.8047;0;331.693;71.5611;1247.6181;1.2564;8.3761;2463.8258;1921.9851;281.8553;330.8554;998.8483;293.163;0;3814.8885;54.0258;77.06;117.2652;0;2.094;0;32.2479;821.6941;708.6169;24.9901;0;0;342.1631;34.7608;2.094;708.1981;236.6244;319.5477;0.4188;327.9238;159.9832;2.094;36.4862;158.308;1675.4476;10.0513;1.6752;531.0439;5.4445;2.094;307.4024;1591.0376;0;299.0263;2137.996;27.6411;3731.5464;1126.5836
Oligoastrocytoma;283.1858;72.1579;1549.3533;418.6521;14.6358;287.951;589.857;33.356;872.6821;88.1552;810.0749;39.4826;3607.2158;535.3982;309.0538;5552.757;66.1845;17.6991;239.2784;192.3077;8.1688;46.6304;525.5276;41.5248;161.6746;737.2362;39.823;12.2532;4.4248;6.5419;5.3063;2.1818;5.4459;1682.985;206.9435;50.034;15.6569;10.8918;390.742;25.1872;335.9428;2.3826;186.5214;6.1266;15.9973;49.0129;3.4037;23.4854;1.3615;3.4037;242.7842;0.3404;21.7835;196.7325;444.8604;143.2948;2202.1784;152.4847;8.5092;53.8257;2.0422;0;46.29;0.6807;826.0347;9.6018;383.904;14.2954;0;1.3615;3.744;30.2927;3.4037;85.0919;64.3295;0.6807;50.3744;712.049;122.5323;1.7018;618.4479;628.3186;3.744;222.9408;20.0034;1090.5378;0.3404;10.8918;2246.7665;5227.8046;131.3819;283.1858;1400.953;141.2526;2.7229;3100.7488;14.9762;30.9735;91.8993;0;0;0;17.0184;1419.3329;230.7692;18.1995;0;0;321.6474;42.5459;1.7018;83.0497;38.8019;468.0054;0.3404;659.6324;146.6984;0.6807;277.9033;91.2185;1462.8727;0.3404;1.7018;199.115;7.1477;1.7018;1740.2995;482.3009;0;399.5916;1312.7978;20.0817;1997.9578;1164.3975
Astrocytoma;484.4407;211.9428;539.7966;571.2975;17.4325;586.895;571.6033;36.7612;14697.665;143.1302;135.1785;780.7936;4300.6346;805.5662;2452.7869;1777.5059;186.5617;0.6117;113.4643;322.6546;9.4808;208.2728;445.9057;15.5975;182.5828;42.5109;201.2386;6.4225;0.3058;3.982;0.6178;6.1106;5.1992;1423.5706;392.6906;276.4737;108.2652;25.69;179.8303;42.5109;50.7684;20.7967;613.1967;14.0684;228.152;10.0925;14.0684;1297.3469;0;33.3359;92.9062;0.3058;1.835;2293.1417;391.7731;635.2168;2095.2672;13.1509;4.5875;108.8952;2.1408;0;30.8892;0.3058;369.2117;6.3277;132.4536;20.7967;0.9175;0;1.5292;30.8892;13.1509;48.6276;88.386;9.175;67.2834;999.7706;50.1567;17.4325;581.39;510.1307;1.5292;374.3405;40.0979;949.0022;1.2233;11.6217;1631.0115;1068.1948;85.9393;579.2492;1495.833;264.2404;11.3158;1651.5024;245.0982;315.9263;64.2251;0;0;0;28.7484;453.8573;2434.4369;160.0367;0;0;134.261;40.0642;65.1426;53.8267;147.4119;172.1844;0.9175;50.1567;135.7902;7.0342;91.1385;7.0342;1248.9426;40.6759;11.01;145.271;144.6594;4.8933;31.8067;689.6552;0;6034.4063;1666.1824;10.7042;4856.0287;917.1955
Astrocytoma;761.7814;382.5101;2083.8866;663.3198;52.4696;299.2713;610.8502;144.4534;2468.8453;104.9393;497.166;428.1781;6675.6275;902.6721;440.1619;1701.7004;285.668;49.8785;176.5182;113.0364;7.4494;198.2186;3958.8664;46.3158;1056.5182;356.5992;166.4777;21.0526;2.2672;11.4818;23.7312;9.6291;32.0648;1483.7603;485.83;419.1093;233.5223;65.749;241.2955;159.3522;540.5668;19.1093;697.004;31.0931;105.2632;44.6964;240.3239;596.9231;0.3239;11.0121;580.5798;0;8.0972;562.2672;1856.1943;832.7126;2419.7571;115.3036;10.0405;75.1287;8.0972;0.6478;200.4858;0.3239;931.5433;30.4745;471.5077;131.1741;5.5061;1.9433;11.6599;62.834;52.4696;41.4575;546.3968;11.6599;304.7773;1512.5506;253.2794;41.4575;1522.2672;568.4211;3.2389;352.7126;135.932;807.7733;4.8583;9.7166;2506.8826;1356.0227;313.5223;347.8543;1489.5547;502.6721;1.2955;14694.0891;611.4462;132.4696;152.2267;0;0.6478;0;10.0405;798.7045;2342.3482;246.183;0;0;388.9879;75.1417;11.9838;1165.9919;313.8462;404.5344;1.6194;544.4534;135.0607;0.3239;304.8356;136.6802;1585.4575;28.502;11.0121;590.7692;22.3482;0.9717;2107.8543;2338.4615;0;918.5425;1820.2429;57.6518;2289.5547;813.6032
Oligoastrocytoma;531.3377;449.4855;3089.8036;480.8232;20.58;424.696;871.8428;64.0645;3795.9401;36.4827;266.1366;137.044;8378.391;1634.7053;1008.4191;2481.7587;79.9813;11.2254;144.9953;212.348;5.6127;147.334;2252.1048;7.9514;190.3648;183.3489;153.8821;7.9514;56.5949;5.145;0.9355;25.725;85.594;1359.8597;658.5594;255.3789;1.8709;35.0795;116.9317;156.6885;176.333;11.2254;642.6567;45.8372;64.0786;32.7409;4.6773;94.4808;0.9355;21.0477;268.3583;1.8709;2.8064;231.0571;1819.4574;810.5706;1802.6193;56.5949;26.6604;73.9383;7.0159;1.4032;213.2834;0;817.0393;91.7914;680.9729;44.9018;0.9355;0.9355;0.9355;31.3377;35.0795;7.9514;49.1113;8.4378;320.3929;1310.5706;107.5772;12.6286;1014.9673;1167.4462;0;399.4387;42.1562;1698.3162;4.2095;6.0804;2385.8746;1929.7053;514.0318;245.5566;1401.7774;307.7643;3.2741;6069.6913;68.0636;82.3199;115.5285;0;6.5482;0;18.2413;1200.6548;883.536;134.1768;0;0;500.9355;33.6763;15.435;395.2292;500.4677;207.203;0.9355;370.4397;304.9579;1.8709;49.1113;144.9953;2533.6904;15.435;8.4191;392.4228;17.7736;0.9355;615.0608;1481.2909;0;761.927;2564.0786;26.6604;4369.5042;1021.5154
Astrocytoma;581.5495;321.1996;3074.6496;623.275;26.5131;159.0786;573.2913;34.2106;1096.1165;58.6765;479.8435;215.5819;4745.8437;589.373;430.7291;2249.2665;139.0851;24.7745;434.2062;141.2583;4.3464;112.572;505.0527;13.9085;1171.3572;235.1407;285.1244;11.7353;1.3039;4.2943;3.0251;2.1906;5.6503;1558.9786;226.8825;141.2583;5.2157;29.1209;94.7517;67.3693;372.4872;12.6046;292.5133;24.7745;36.9445;56.0687;8.2582;171.6831;0;18.2549;290.0924;0.8693;4.781;1617.7333;1234.3801;694.5561;7020.7541;142.5622;6.085;73.4022;23.9052;0.8693;87.3628;0;789.8642;42.7122;673.8889;428.9905;0;0;16.0817;79.1046;34.3366;28.2517;45.2027;3.1164;121.2648;1070.0858;237.7486;29.1209;1408.6711;436.8141;1.7386;500.7063;73.0588;1355.2103;2.1732;10.4314;2411.8222;2053.1001;345.9741;268.1734;1588.1778;268.1734;0;5575.1385;50.853;37.8138;152.9936;0;2.6078;0;36.0752;495.4906;518.9612;51.4528;0;0;362.0559;26.0785;0;2684.7767;261.2192;340.3238;0;410.7356;261.2192;3.9118;54.8386;109.9641;1871.481;3.0425;16.0817;463.7618;2.6078;0;721.9385;1027.0564;0;452.0265;2474.4105;19.9935;2931.6527;1047.9192
Oligodendroglioma;336.7412;214.0575;1161.3419;855.2716;40.2556;244.4089;705.1118;43.8818;910.8371;138.6581;239.2971;1737.6997;5592.9712;727.7955;1233.5463;1539.6166;211.8211;0.9585;456.23;1283.0671;21.7252;57.8275;961.9808;26.1981;168.6901;78.9137;71.885;7.0288;4.7923;9.0958;2.1725;19.8722;11.1821;1329.3291;226.1981;92.6518;33.8658;54.3131;85.623;62.3003;53.3546;2.2364;205.4313;8.3067;16.9329;18.2109;6.7093;67.7316;0.3195;29.7125;156.623;0.639;2.5559;728.4345;693.2907;269.3291;3004.4728;89.4569;6.0703;175.524;1.5974;0.639;51.4377;0;131.8051;23.6486;200.7764;15.016;0.9585;1.5974;1.9169;16.9329;16.9329;3.5144;18.2109;1.5974;96.4856;717.5719;42.492;11.1821;200.3195;357.8275;1.9169;507.3482;84.77;806.0703;1.9169;14.377;1603.1949;1042.9201;46.0064;677.9553;1409.9042;294.8882;0;2346.0064;81.4473;167.4121;103.8339;0;1.5974;0;28.115;1279.2332;2536.1022;30.3355;0;0;203.8339;18.2109;3.5144;392.6518;104.7923;159.4249;0.3195;67.4121;124.6006;4.1534;20.508;24.2812;1167.7444;11.5016;3.8339;350.7987;2.2364;0.639;20.4473;372.8435;0.3195;702.8754;1200.639;19.4888;2089.7764;884.6645
Oligodendroglioma;562.6677;233.0395;2769.388;341.3824;13.2873;275.4568;572.3777;53.2976;1669.6972;35.7736;357.225;131.3402;9176.9516;679.6985;830.4587;4186.0227;79.213;4.5995;580.0434;314.8077;4.5995;86.8788;3975.4695;16.8647;766.5772;248.8821;133.3844;9.71;6.6437;13.272;7.0218;11.376;45.9946;1581.3466;605.596;190.1112;6.1326;13.7984;44.9725;79.213;171.7133;6.1326;669.9885;11.7542;17.8868;20.4421;2.5553;26.5747;0.5111;10.7321;220.5903;1.5332;1.5332;912.2269;865.7212;360.8024;4792.6409;53.1494;2.5553;80.5622;3.0663;0;106.2987;0;468.1078;0.0818;407.2365;465.5679;0;1.0221;4.0884;31.6852;24.0194;11.7542;8.1768;2.0442;117.0308;1568.417;83.3014;16.3536;372.0455;1381.3722;0;576.9771;23.8763;1819.3433;2.5553;6.6437;1766.1939;1857.4882;580.5545;219.7521;1611.8564;444.1037;3.5774;1963.4598;26.9784;39.351;112.9424;0;0.5111;0;17.3758;1262.2972;366.935;101.0298;0;0;182.9564;62.3483;11.2431;231.5063;152.8044;235.5947;0;181.4233;205.4427;0;49.572;200.3322;2593.8623;22.4863;3.0663;360.8024;2.0442;7.1547;471.1895;1173.8853;1.5332;671.0106;1714.5777;36.7957;3815.5104;1059.9208
Oligodendroglioma;459.0913;365.7491;2402.8955;288.0274;59.0532;268.216;825.6024;70.6467;2836.8759;43.8137;305.9339;270.8829;7004.4766;638.156;1588.3417;2649.7762;79.2456;10.6677;1026.3835;356.9864;11.4297;82.2936;1679.779;25.1453;144.0137;121.5354;190.1133;14.4776;3.8099;7.4636;0.7429;5.3529;101.724;1720.7124;130.2981;129.1552;2.2859;19.8114;69.3399;36.5749;224.7833;7.2388;806.934;9.5247;30.8601;6.0958;2.2859;40.7658;0;20.1924;133.087;0;0.762;521.9545;679.3028;292.9803;3021.6211;112.7726;5.7148;100.3524;1.143;0;105.1529;0;547.7436;20.28;120.0457;315.4586;0.381;0.381;24.7643;40.0038;9.5247;28.9551;254.1194;2.6669;112.0107;1360.1295;128.3932;20.1924;398.1332;1155.9196;0;677.7788;22.1735;1232.8793;0.762;10.2867;1245.8329;1407.9817;335.27;286.1225;1794.4566;336.413;20.1924;1090.7705;43.0517;19.0494;89.1513;0;1.524;0;35.051;1229.0694;1243.547;68.7494;0;0;401.5621;69.3399;6.4768;63.6251;145.5377;278.8837;0;103.2479;247.6426;0.381;37.4055;77.7217;1880.1905;1.524;0;598.5332;2.2859;0.762;209.9248;2250.5;0;813.4108;2071.0544;15.6205;4609.5819;1127.3455
Oligodendroglioma;599.7843;234.7357;2394.5343;430.6365;23.301;341.1722;740.7407;93.4915;1695.0421;47.7526;258.8997;102.4092;7175.836;725.4944;1797.0514;3122.0424;74.9399;16.9723;239.9137;256.3107;4.6027;161.9561;656.4545;9.7807;323.6246;76.5192;108.4502;4.6027;9.7807;3.1931;0;5.178;28.479;1669.4743;307.5153;340.5969;20.4243;18.4106;69.9029;48.0403;253.1464;15.534;641.4959;12.6573;65.0126;16.9723;8.3423;95.7929;0;5.178;256.1352;0.2877;1.726;155.6275;605.5376;549.7303;3698.5257;35.9583;9.7807;106.822;1.1507;0.5753;230.133;0;569.6598;12.7868;380.3725;283.3513;0.5753;0.5753;8.3423;29.342;15.8216;16.9723;44.3006;12.6573;185.2571;1910.3919;82.5602;34.52;1143.7612;1227.4721;0.5753;425.4585;17.0011;1454.1532;1.4383;6.6163;2319.4534;2301.7533;212.0101;220.3524;1600.2877;572.1683;1.4383;1939.7339;47.1686;102.1215;91.7656;0;0.5753;0;12.945;1494.4265;254.297;81.5822;0;0;256.5983;45.7389;6.6163;356.9939;485.2931;335.9942;15.534;379.1442;133.1895;1.1507;27.9612;95.2175;2218.4567;35.9583;19.5613;253.1464;140.6688;1.726;556.6343;1265.7318;0.2877;680.9061;1605.7533;34.52;5277.8137;1065.8037
